SKU,Catalogue Code,Product Name,Category,Brand,Sale Price,RRP,Product Features,Marketing Text,Category Marketing Text,Width,Depth,Height,Product Weight (kg),Material,Finish,Colour,Bespoke Fabric Product,Seat Width,Seat Depth,Seat Height,Back Type,Back Width,Back Height,Arms Included,Arm Type,Arms Removable,Arms Width,Arms Height,Mech: Gas Height Adjustment,Headrest Included,Headrest Type,Adjustable Headrest,Height Adjustable Back,Mech: Permanent Contact Backrest,Mech: Independent Seat & Back,Integral Lumbar Support,Adjustable Lumbar Support,Mech: Seat Slide,Mech: Seat Angle Adjustment,Mech: Seat Depth Adjustment,Mech: Synchro Tilt,Mech: Infinite Lock Mechanism,Mech: Lock Tilt Motion,Mech: Knee Tilt,Mech: Anti-Shock,Mech: Tilt Tension Adjustment,Mech: Auto Tilt Tensioner,Recommended Usage (Hours),Stackable,Maximum Weight Capacity (kg),Seat Colour,Back Colour,Frame Colour,Seat Material,Back Material,Frame Material,MOQ,Standard Delivery Time,Product Returnable,Self Assembly,Next Day Cost,7-10 Day Install Cost,3-5 Day Prebuild Cost,Next Day Prebuild Cost,Mechanical Components Guarantee,Fabric and Foam Guarantee,Country of Origin,Test Certificates,Add-On 1,Add-On 2,Add-On 3,Add-On 4,Add-On 5,Add-On 6,Add-On 7,Add-On 8,Commodity Code,ISPC Code,EAN Barcode,Last Updated
EX000148,PSC01,Carter Black Luxury Faux Leather Chair With Arms,Executive,Carter,,330, Luxuriously dimensioned high back executive seating  Soft Bonded Leather  Waterfall seat front  Single lever lock tilt mechanism  Weight tilt tension control  Matching chrome 5 star base and arms  Padded arm sleeves,"Luxury at a fraction of the usual cost. This high back Carter chair in faux leather has stitch detailing, deep foams and a padded armrest on a chrome frame.  A clear case of Get Carter.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",600,600,1030-1100,24.5,Faux Leather & Chrome Metal,Black,Black,false,500,470,440-510,High,480,600,true,Fixed,false,490,640,true,false,,,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,8,false,110,Black,Black,Black,Faux Leather,Faux Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,AC000029,AC000028,BR000185,AC000024,AC000027,,,,94013000,60242,5.06027E+12,03/06/2024
EX000162,MIRAGEII,Mirage II Executive Chair Black Mesh With Arms Without Headrest,Task and Operator,Mirage,,579, Comfortable sprung mesh back and seat  Adjustable arms as standard  Infinite lock mechanism  Lumbar support  Adjustable headrest  Seat slide ,"The much sought after Mirage range of seating is chosen time and time again by many that are looking for style and comfort without compromise. Quality breathable and translucent mesh finishes or cushioned Soft Bonded Leather upholstery options are available. Both are encased in an exceptionally engineered frame thats finished in eye catching anthracite colouring. An anti-shock, synchronised reclining mechanism is complemented with seat slide functionality and soft padded height adjustable arms complete the package.
A package that seems too good to be true - but its not - its all available in the Mirage.","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",630,680,1010,21,Mesh & Chrome Metal,Black & Chrome,Black & Chrome,false,500,470-520,450-550,Medium,430,540,true,Height Adjustable,true,460,660-730,true,false,,,false,false,false,true,false,true,false,false,false,true,false,false,true,true,false,8,false,125,Black,Black,Chrome,Mesh,Mesh,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,AC000028,AC000029,AC000027,AC000003,AC000024,,,,94013000,60254,5.06027E+12,03/06/2024
EX000163,THREXBLKLEA,Thrift Executive Chair Black Soft Bonded Leather With Padded Arms,Executive,Thrift,,300, Soft Touch Bonded Leather upholsterey  Generously cushioned seat and back  Single lever lock tilt mechanism  Chrome detailed 5 star base and arms  Soft padded arms  Featured lumbar pad  Weight tilt tension control,"A budget leather exec chair packed with design highlights and comfort factors. The Thrift features lumbar pad, chrome and leather materials and generous proportions","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",635,690,1110,19,Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,520,460,490-590,High,490,660,true,Fixed,false,500,690,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,125,Black,Black,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; EN 1335,,,,,,,,,94013000,60242,5.05585E+12,03/06/2024
EX000166,VEGALITE,Vegalite Executive Mesh Chair With Arms,Executive,Vegalite,,228," Mixed mesh, leather and fabric for a unique design  Single lever lock tilt lever mechanism  Fixed nylon shaped arms  Removable arms  Weight tilt tension control  Chrome 5 star base","A marvellous mix of mesh, leather and chrome. Vegalite's big dimensions, comfort features and eye-appeal make a big impact in any workplace","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",600,600,1090-1185,20,Airmesh & Soft Bonded Leather & Mesh & Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,490,500,440-535,High,460,660,true,Fixed,false,445,660,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,110,Black,Black,Chrome,Airmesh & Soft Bonded Leather,Mesh & Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,,,,,,,,,94013000,60241,5.05585E+12,03/06/2024
EX000183,MN02,Mien Black and Mink Executive Chair,Executive,Mien,,611," Synchronised tilting mechanism, lockable in multiple positions  Anti-shock recline with weight tension adjustment  Polished aluminium armrests and 5 star base  Soft Bonded Leather finish  Tall shaped backrest  Fixed arms with PU armpads","Sumptuous luxury at work comes in the shape of Mien seating, When you reach the top you deserve the best.  Mien shows your discerning nature and attention to detail.  A truly exceptional executive seating solution.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",650,650,1190,19.2,Soft Bonded Leather & Chrome Metal,Black & Mink & Chrome,Black & Mink & Chrome,false,510,480,440-530,High,500,750,true,Fixed,true,490,660,true,false,,,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,8,false,125,Black & Mink,Black & Mink,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,5 Years,2 Years,China ,,AC000029,AC000024,BR000211,AC000028,AC000027,BR000212,,,94013000,60241,5.05585E+12,03/06/2024
EX000184,MN01,Mien Black Executive Chair,Executive,Mien,,611," Synchronised tilting mechanism, lockable in multiple positions  Anti-shock recline with weight tension adjustment  Polished aluminium armrests and 5 star base  Soft Bonded Leather finish  Tall shaped backrest  Fixed arms with PU armpads","Sumptuous luxury at work comes in the shape of Mien seating, When you reach the top you deserve the best.  Mien shows your discerning nature and attention to detail.  A truly exceptional executive seating solution.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",650,650,1190,19.2,Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,510,480,440-530,High,500,750,true,Fixed,true,490,660,true,false,,,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,8,false,125,Black,Black,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,5 Years,2 Years,China ,,AC000029,AC000028,BR000212,AC000024,BR000211,AC000027,,,94013000,60241,5.05585E+12,03/06/2024
EX000185,PE01BLK,Penza Executive Black Leather Chair,Executive,Penza,,476, Luxury soft touch panelled leather  Contemporary executive design  Twin lever Infinite lock mechanism  Weight tilt tension control  Chrome base and arms,"A luxurious split facedleather and chrome executive chair with comfort pads, tilting action and stylish stitching detail.  Integral padded headrest.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",650,690,1200,19.5,Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,530,500,490-590,High,570,740,true,Fixed,false,500,700,true,false,,,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,8,false,110,Black,Black,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,EX000195,,,,,,,,94013000,60241,5.05585E+12,03/06/2024
EX000188,EO01,Ezra Executive Black Leather Chair,Executive,Ezra,,340, Stunnng design for home office use  Stylish stich detailing  Soft Touch Bonded Leather  Single lever lock tilt mechanism  Weight tilt tension adjustment  Fixed padded arms,"Uber cool and comfortable Ezra features stylish stitching detail, tilting and lock mechanisms and stunning chrome details such as padded boomerang arms.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",560,580,980,16.5,Soft Bonded Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,480,460,490-590,Medium,460,530,true,Fixed,true,465,665,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,110,Black,Black,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; EN 1335,KCUP1692,AC000028,AC000024,AC000027,,,,,94013000,60241,5.05585E+12,03/06/2024
EX000189,EO01WHT,Ezra Executive White Leather Chair,Executive,Ezra,,340, Stunnng design for home office use  Stylish stich detailing  Soft Touch Bonded Leather  Single lever lock tilt mechanism  Weight tilt tension adjustment  Fixed padded arms,"Uber cool and comfortable Ezra features stylish stitching detail, tilting and lock mechanisms and stunning chrome details such as padded boomerang arms.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",560,580,980,16.5,Soft Bonded Leather & Chrome Metal,White & Chrome,White & Chrome,false,480,460,490-590,Medium,460,530,true,Fixed,true,465,665,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,110,White,White,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; EN 1335,AC000027,AC000028,AC000024,KCUP1695,,,,,94013000,60241,5.05585E+12,03/06/2024
EX000190,EO01BRN,Ezra Executive Brown Leather Chair,Executive,Ezra,,340, Stunnng design for home office use  Stylish stich detailing  Soft Touch Bonded Leather  Single lever lock tilt mechanism  Weight tilt tension adjustment  Fixed padded arms,"Uber cool and comfortable Ezra features stylish stitching detail, tilting and lock mechanisms and stunning chrome details such as padded boomerang arms.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",560,580,980,16.5,Soft Bonded Leather & Chrome Metal,Brown & Chrome,Brown & Chrome,false,480,460,490-590,Medium,460,530,true,Fixed,true,465,665,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,110,Brown,Brown,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; EN 1335,AC000027,AC000028,KCUP1693,AC000024,,,,,94013000,60241,5.05585E+12,03/06/2024
EX000192,PY01,Bella Executive Managers Chair Black Leather,Executive,Bella,,208, Contoured backrest and seat leather panels  Defined shoulder and headrest support  One-touch tension adjustable tilt and lock action  Strong textured pu arms  Leather contact upholstery,Contoured leather faced panels give this budget executive chair with built-in tilting action comfort as well as classic styling.  Includes defined lumber curve for extra support.,"Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",610,620,960-1070,13,Soft Bonded Leather & Metal,Black,Black,false,500,490,470-580,Medium,490,570,true,Fixed,false,500,645,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,125,Black,Black,Black,Soft Bonded Leather,Soft Bonded Leather,Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,AC000024,AC000028,AC000029,AC000027,,,,,94013000,60241,5.05618E+12,03/06/2024
EX000193,MVE01,Mave Task Operator Chair Black Mesh With Arms,Task and Operator,Mave,,225, Full package budget operator task chair  T-Bar arms included  Stay-cool airmesh seat upholstery  Large contoured fine mesh back  One-touch lock and tilt action  Waterfall seat design,"Outstanding operator chair for office users demanding comfort, style and value.  Multiple curvature seat and back supports.  Tension adjustable tilt action adds comfort","When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",640,530,895-995,11.75,Airmesh & Mesh & Plastic,Black,Black,false,525,500,430-530,Medium,470,570,true,Fixed,true,480,620,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,125,Black,Black,Black,Airmesh,Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,AC000028,AC000027,AC000024,AC000029,,,,,94013000,60254,5.05618E+12,03/06/2024
EX000195,PE01GRY,Penza Executive Grey Leather Chair,Executive,Penza,,476, Luxury soft touch panelled leather  Contemporary executive design  Twin lever Infinite lock mechanism  Weight tilt tension control  Chrome base and arms,"A luxurious bonded leather and chrome executive chair with comfort pads, tilting action and stylish stitching detail.  Integral padded headrest.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",650,690,1200,19.5,Soft Bonded Leather & Chrome Metal,Grey & Chrome,Grey & Chrome,false,530,500,490-590,High,570,740,true,Fixed,false,500,700,true,false,,,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,8,false,110,Grey,Grey,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,EX000185,,,,,,,,94013000,60251,5.05618E+12,03/06/2024
EX000212,WR01,Winsor Black Leather Chair No Headrest,Executive,Winsor,,382, Top grade real leather upholstery  Deeply padded for comfort  Ergo shaping  Hybrid design for exec/high function use  Height adjustable arms  Tension adjustable tilt and lock,A highly supportive executive/ergo armchair ideal for top level users who want the support often only found in task or operational seating.,"Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",690,680,1040,21,Faux Leather & Plastic,Black,Black,false,550,485,460-550,High,520,620,true,Height Adjustable,true,480,640-705,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,120,Black,Black,Black,Faux Leather,Faux Leather,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,EX000213,,,,,,,,94013000,60242,5.01821E+12,03/06/2024
EX000213,WR01HR,Winsor Black Leather Chair With Headrest,Executive,Winsor,,415, Top grade real leather upholstery  Deeply padded for comfort  Ergo shaping  Hybrid design for exec/high function use  Height adjustable arms  Tension adjustable tilt and lock  Matching shaped headrest,A highly supportive executive/ergo armchair ideal for top level users who want the support often only found in task or operational seating.,"Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",690,680,1210,22,Faux Leather & Plastic,Black,Black,false,550,485,460-550,High,520,790,true,Height Adjustable,true,480,640-705,true,true,Fixed,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,120,Black,Black,Black,Faux Leather,Faux Leather,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,EX000212,,,,,,,,94013000,60242,5.01821E+12,03/06/2024
EX000219,PSH01,Hawkes Black PU Chrome Frame Executive Chair,Executive,Hawkes,,320, Classic Italian styling  Faux leather black upholstery  Figure hugging upholstery pads  Chrome arms and base  Tension adjustable lock and tilt action,A Milan inspired classic design with contrastic black faux leather support pads and a high polish chrome frame.  Magnifico!,"When efficiency is all-important, our task and operator seating fulfils a variety of functions.  These chairs ensure employees have comfort and the functionality required as their legal right.  They are chairs to boost effectiveness.",620,620,1070-1150,13.85,Polyurethane & Chrome Metal,Black & Chrome,Black & Chrome,false,470,430,500-580,High,440,590,true,Fixed,false,440,675,true,false,,,false,true,false,true,false,false,false,false,false,false,false,false,true,true,false,8,false,120,Black,Black,Chrome,Polyurethane,Polyurethane,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,AC000024,AC000028,AC000027,AC000029,,,,,94013000,60241,5.06027E+12,03/06/2024
EX000220,ZRCOAL02,Zure Executive Chair Black Shell Charcoal Mesh,Executive,Zure,,769, Large contoured seat and backrest  Orthopaedic designed frame  Synchronised glide tilt mechanism  Anti-shock tilt function  Depth adjustable lumbar support  Height adjustable backrest  Weight tilt tension control  Multi function arms: height adjustable and pivot arms  Aluminium 5 star base ,"Boldly going where no chair has gone before. The Zure takes you to a new comfort destination. Our unique range of this distinctive, uber stylish posture perfect seating solution has it all. There are fine mesh, fully upholstered, partly upholstered and stunning flexible elastomer options. The seat and backrest are carefully contoured to provide maximum comfort. The high quality outer skeleton wraps the user in touch point technology. Padded arm rests on the fabric and leather options provide pleasing eye-appeal whilst the elastomer versions have colour coded armrests. The polished aluminium base houses highlighted castor detailing. ","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",690,700,1015-1160,22,Mesh & Aluminium & Plastic,Charcoal & Silver & White,Charcoal & Silver & White,false,565,520,450-550,High,410,585-650,true,Height Adjustable,false,470,630-710,true,false,,,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,8,false,135,Charcoal,Charcoal,Silver & White,Mesh,Mesh,Aluminium & Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,5 Years,2 Years,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,EX000112,KCUP0695,KCUP1281,EX000111,,,,,94019080,60241,5.05631E+12,24/10/2024
EX000230,MES01,Metropolis High Back Black Leather Look Chair,Executive,Metropolis,,363, Generously proportioned exec chair  Distinctive stitching detail  Lock and tilt action  Twin wheel castors  Lavish deep upholstery  Upholstered arms  Padded luxury styling to upholstery  Waterfall seat front  Five star security base  Gas auto lift  Tension adjustment to tilt  Lumbar shaping to back  Extra high backrest with head support,"This ingeniously designed chair with detail stitching, integral lumbar support, auto-tilting action and fully upholstered arms is everything the modern executive craves from their seating solution.  A chair for every user and every location it has upholstered pads for extra comfort and stunning good looks for the modern office.  This highly functional exec chair is finished in wipe clean leather look upholstery that is soft to touch.","Executives need a blend of style, comfort and multi-task support at work.  Step forward this impressive faux-leather seating option that providing ultimate comfort with distinctive, sumptuous looks conveying success and decision making prowess.  A chair for all reasons - this is a triumph of modern engineering, design and workmanship.",700,750,1250-1350,21,Polyurethane & Metal & Plastic,Black & Black & Chrome,Black & Black & Chrome,false,550,550,460-560,High,530,880,true,Fixed,false,750,700-800,true,false,,,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,120,Black,Black,Black & Chrome,Polyurethane,Polyurethane,Metal & Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,,,,,,,,,94013000,60241,5.05631E+12,03/06/2024
EX000237,ONO01,Ontario Black PU Chair,Executive,Ontario,,360, Generously sized seat and backrest  Pillow top seat and backrest cushions  Single lever lock or tilt mechanism Tension controlled tilt  Padded armrests with silver accents,"This ingeniously designed chair with detail stitching, integral lumbar support, auto-tilting action and fully upholstered arms is everything the modern executive craves from their seating solution.  A chair for every user and every location it has upholstered pads for extra comfort and stunning good looks for the modern office.  This highly functional exec chair is finished in wipe clean leather look upholstery that is soft to touch.","Executives need a blend of style, comfort and multi-task support at work.  Step forward this impressive faux-leather seating option that provides ultimate comfort with distinctive, sumptuous looks conveying success and decision making prowess.  A chair for all reasons - this is a triumph of modern engineering, design and workmanship.",650,750,1170-1290,16,Polyurethane & Chrome Metal,Black & Chrome,Black & Chrome,false,510,500,460-580,High,520,690,true,Fixed,false,480,750,true,false,,,false,true,true,false,false,false,false,false,false,true,true,false,true,true,false,8,false,120,Black,Black,Chrome,Polyurethane,Polyurethane,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,,,,,,,,,94013000,60241,5.05631E+12,03/06/2024
EX000240,DS01,Dallas Black PU Chair,Executive,Dallas,,355, Generously sized seat and backrest  Pillow top seat and backrest cushions  Single lever lock or tilt mechanism Tension controlled tilt  Padded chrome armrests with matching chrome wheelbase,"This ingeniously designed chair with detail stitching, integral lumbar support, auto-tilting action and fully upholstered arms is everything the modern executive craves from their seating solution.  A chair for every user and every location it has upholstered pads for extra comfort and stunning good looks for the modern office.  This highly functional exec chair is finished in wipe clean leather look upholstery that is soft to touch.","Executives need a blend of style, comfort and multi-task support at work.  Step forward this impressive faux-leather seating option that provides ultimate comfort with distinctive, sumptuous looks conveying success and decision making prowess.  A chair for all reasons - this is a triumph of modern engineering, design and workmanship.",640,780,1110-1190,20,Polyurethane & Chrome Metal,Black & Chrome,Black & Chrome,false,510,550,500-580,High,500,660,true,Fixed,false,490,680,true,false,,,false,true,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,120,Black,Black,Chrome,Polyurethane,Polyurethane,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,AC000029,AC000028,AC000024,AC000027,,,,,94013000,60241,5.05631E+12,03/06/2024
EX000241,SN01,Saturn Executive Chair With Arms,Executive,Saturn,,251," Striking mesh back, airmesh seat design  Single lever rock and lock mechanism  Flip back arms for closer at desk work  Lumbar support pressure pad  Tension controlled tilt  Pyramid base  Generous airmesh headrest  Silver accented armature styling  Padded armrests","Feel like you are flying effortlessly through the universe with the Saturn hybrid exec/operator chair.  A soft-touch, breathable airmesh seat is matched with fabric arm pads on a flip back silver armature makes working close to a desk instantly easier.  The extra deep headrest supports your upper body and head with a silky  airmesh pillow.  A single lever rock and lock mechanism comes as standard.","Executives need a blend of style, comfort and multi-task support at work.  Step forward this impressive faux-leather seating option that provides ultimate comfort with distinctive, sumptuous looks conveying success and decision making prowess.  A chair for all reasons - this is a triumph of modern engineering, design and workmanship.",620,640,1180-1280,13,Airmesh & Airmesh & Mesh & Plastic,Black,Black,false,480,470,460-560,High,440,730,true,Folding,false,470,700,true,true,Integral,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,125,Black,Black,Black,Airmesh,Airmesh & Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,,,,,,,,,94013000,60252,5.05631E+12,03/06/2024
EX000243,TPC01,Oscar Black Executive Chair,Executive,Oscar,,329, Anti shock knee tilt synchronised tilt and lock action  Striking gunmetal armrest and base detail  Stylish multi panel upholstery  Soft touch faux leather upholstery throughout  Fixed armrest with supple faux leather pads  Base footrests  Ergonomic headrest panel  Tension controlled tilting action  Matching black upholstered back panel,The Oscar executive chair swathes the user in a generously upholstered seating solution that incorporates a luxuriously deep seat and back and big armrests all wrapped in a soft touch faux leather.  The stunning gun metal armature and base contrast with dramatic black upholstery.  Multiple panels ensure the user is supported in exactly the right place no matter what the demands in the working day,"Executives need a blend of style, comfort and multi-task support at work.  Step forward this impressive faux-leather seating option that provides ultimate comfort with distinctive, sumptuous looks conveying success and decision making prowess.  A chair for all reasons - this is a triumph of modern engineering, design and workmanship.",650,650,1170-1240,20,Faux Leather & Chrome Metal,Black & Chrome,Black & Chrome,false,500,480,520-590,High,510,700,true,Fixed,false,490,745,true,false,,,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,8,false,120,Black,Black,Chrome,Faux Leather,Faux Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,1 Year,1 Year,China ,,,,,,,,,,94013000,60252,5.05631E+12,03/06/2024
EX000244,LU01,Lula Mesh,Executive,Lula,,425, Modern and stylish design  Breathable mesh backrest upholstery   Seat height adjustment  Fixed armrests,Lula is an exciting seating design for the modern exectuive.  It's one-piece wave shape features a fine mesh covering under tension for the coolest seating experience in any modern office environment.,"Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",620,660,980-1070,19,Mesh & Plastic,Black,Black,false,510,450,460-550,Medium,500,520,true,Fixed,false,510,670,true,false,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,8,false,110,Black,Black,Black,Mesh,Mesh,Plastic,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,,AC000024,AC000028,AC000027,AC000029,,,,,94019080,60242,5.05631E+12,03/06/2024
EX000245,EO01GRY,Ezra Executive Grey Leather Chair,Executive,Ezra,,340, Cushioned seat pad with waterfall front  Cushioned dished seat design Contoured backrest for added comfort  Single lever mechanism for gas lift control,"Uber cool and comfortable Ezra features stylish stitching detail, tilting and lock mechanisms and stunning chrome details such as padded boomerang arms.","Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",560,580,980,16.5,Soft Bonded Leather & Chrome Metal,Grey & Chrome,Grey & Chrome,false,480,460,490-590,Medium,460,530,true,Fixed,true,465,665,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,110,Grey,Grey,Chrome,Soft Bonded Leather,Soft Bonded Leather,Chrome Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2; EN 1335,AC000027,KCUP1694,AC000028,AC000024,,,,,94013000,60242,5.05631E+12,03/06/2024
EX000246,PY03,Bella Executive Managers Chair Black Fabric,Executive,Bella,,208, Contoured backrest and seat fabric panels  Defined shoulder and headrest support  One-touch tension adjustable tilt and lock action  Strong textured pu arms,Panelled support upholstery give this budget executive chair with built-in tilting action comfort as well as classic styling.  Includes defined lumber curve for extra support.,"Seating designed to perform for the top performers.  Our executive chairs help decision makers operate at maximum efficiency with comfort, style and functionality at the heart of everything they do.",610,620,960-1070,13,Fabric & Metal,Black,Black,false,500,490,470-580,Medium,490,570,true,Fixed,false,500,645,true,false,,,false,false,false,false,false,false,false,false,false,false,true,false,false,true,false,8,false,125,Black,Black,Black,Fabric,Fabric,Metal,1,3-May,Yes,Yes,4.95,15.95,15,37.95,2 Years,1 Year,China ,ANSI/BIFMA X5.1-2017; BS 5852 Ignition Source 5 (Crib 5); EN 1021-1; EN 1021-2,AC000029,AC000027,AC000028,EX000192,AC000024,,,,94013000,60242,5.05631E+12,03/06/2024
